name	chrom	start	end	score	strand	NMid	gene_name	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study	mm9_name	mm39ID
mmu_circ_0012275	chr5	142946184	142946410	0	-	ENSMUST00000031565	Fscn1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:142946184-142946410
mmu_circ_0012276	chr5	142946439	142955803	0	-	ENSMUST00000031565	Fscn1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:142946439-142955803
mmu_circ_0012277	chr5	142955659	142956440	0	+	ENSMUST00000031565	Fscn1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:142955659-142956440
mmu_circ_0012278	chr5	142958202	142958883	0	-	ENSMUST00000031565	Fscn1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:142958202-142958883
mmu_circ_0012279	chr5	143054071	143063232	0	-	ENSMUST00000053498	Rnf216	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:143054071-143063232
mmu_circ_0012280	chr5	143054071	143076684	0	-	ENSMUST00000053498	Rnf216	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:143054071-143076684
mmu_circ_0012281	chr5	143065978	143066832	0	-	ENSMUST00000053498	Rnf216	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:143065978-143066832
mmu_circ_0012282	chr5	143075497	143076513	0	-	ENSMUST00000053498	Rnf216	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:143075497-143076513
mmu_circ_0012283	chr5	143075497	143076684	0	-	ENSMUST00000053498	Rnf216	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:143075497-143076684
mmu_circ_0012284	chr5	143075874	143076513	0	-	ENSMUST00000053498	Rnf216	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:143075874-143076513
mmu_circ_0012285	chr5	143075874	143076684	0	-	ENSMUST00000053498	Rnf216	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:143075874-143076684
mmu_circ_0012286	chr5	143297525	143300195	0	-	ENSMUST00000160498	E130309D02Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:143297525-143300195
mmu_circ_0012287	chr5	143452707	143464291	0	+	ENSMUST00000045593	Daglb	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:143452707-143464291
mmu_circ_0012288	chr5	143458701	143464291	0	+	ENSMUST00000045593	Daglb	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:143458701-143464291
mmu_circ_0012289	chr5	143461129	143480424	0	+	ENSMUST00000045593	Daglb	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:143461129-143480424
mmu_circ_0012290	chr5	143464168	143470107	0	+	ENSMUST00000045593	Daglb	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:143464168-143470107
mmu_circ_0012291	chr5	143464168	143475759	0	+	ENSMUST00000045593	Daglb	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:143464168-143475759
mmu_circ_0012292	chr5	143469980	143470107	0	+	ENSMUST00000045593	Daglb	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:143469980-143470107
mmu_circ_0012293	chr5	143670150	143678421	0	+	ENSMUST00000116456	Cyth3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:143670150-143678421
mmu_circ_0012294	chr5	143693949	143694456	0	-	ENSMUST00000116456	Cyth3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:143693949-143694456
mmu_circ_0012295	chr5	143808680	143826314	0	+	ENSMUST00000100487	Eif2ak1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:143808680-143826314
mmu_circ_0012296	chr5	143816252	143819070	0	+	ENSMUST00000100487	Eif2ak1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:143816252-143819070
mmu_circ_0012297	chr5	143928289	143928392	0	-	ENSMUST00000031621	Ccz1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:143928289-143928392
mmu_circ_0012298	chr5	143938194	143946104	0	-	ENSMUST00000031621	Ccz1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:143938194-143946104
mmu_circ_0012299	chr5	144080343	144093812	0	+	ENSMUST00000041804	Lmtk2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:144080343-144093812
mmu_circ_0012300	chr5	144080343	144103237	0	+	ENSMUST00000041804	Lmtk2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:144080343-144103237
mmu_circ_0012301	chr5	144080346	144093812	0	+	ENSMUST00000041804	Lmtk2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:144080346-144093812
mmu_circ_0012302	chr5	144091332	144093607	0	-	ENSMUST00000041804	Lmtk2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:144091332-144093607
mmu_circ_0012303	chr5	144101423	144113295	0	+	ENSMUST00000041804	Lmtk2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:144101423-144113295
mmu_circ_0012304	chr5	144119554	144120239	0	+	ENSMUST00000041804	Lmtk2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:144119554-144120239
mmu_circ_0012305	chr5	144215337	144222405	0	-	ENSMUST00000055190	Baiap2l1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:144215337-144222405
mmu_circ_0012306	chr5	144257281	144257529	0	+	ENSMUST00000155491	Bri3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:144257281-144257529
mmu_circ_0012307	chr5	14570855	14590815	0	+	ENSMUST00000030691	Pclo	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:14570855-14590815
mmu_circ_0012308	chr5	144493420	144493530	0	+	ENSMUST00000071782	Nptx2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:144493420-144493530
mmu_circ_0012309	chr5	14587045	14590815	0	+	ENSMUST00000030691	Pclo	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:14587045-14590815
mmu_circ_0012310	chr5	14589423	14590815	0	+	ENSMUST00000030691	Pclo	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:14589423-14590815
mmu_circ_0012311	chr5	144707898	144719131	0	+	ENSMUST00000100467	Trrap	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:144707898-144719131
mmu_circ_0012312	chr5	144708146	144708338	0	-	ENSMUST00000100467	Trrap	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:144708146-144708338
mmu_circ_0012313	chr5	144770109	144772873	0	+	ENSMUST00000132347	Trrap	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:144770109-144772873
mmu_circ_0012314	chr5	144773941	144774081	0	+	ENSMUST00000100467	Trrap	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:144773941-144774081
mmu_circ_0012315	chr5	144776210	144790434	0	+	ENSMUST00000100467	Trrap	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:144776210-144790434
mmu_circ_0012316	chr5	144777147	144790434	0	+	ENSMUST00000100467	Trrap	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:144777147-144790434
mmu_circ_0012317	chr5	144828124	144902365	0	-	ENSMUST00000110677	Smurf1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:144828124-144902365
mmu_circ_0012318	chr5	144888339	144888499	0	-	ENSMUST00000110677	Smurf1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:144888339-144888499
mmu_circ_0012319	chr5	145080968	145081747	0	-	ENSMUST00000160840	Bud31	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:145080968-145081747
mmu_circ_0012320	chr5	14724968	14732401	0	+	ENSMUST00000030691	Pclo	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:14724968-14732401
mmu_circ_0012321	chr5	14730383	14764612	0	+	ENSMUST00000030691	Pclo	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:14730383-14764612
mmu_circ_0012322	chr5	146148244	146148354	0	-	ENSMUST00000161859	Rnf6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:146148244-146148354
mmu_circ_0012323	chr5	146196314	146208545	0	+	ENSMUST00000031640	Cdk8	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:146196314-146208545
mmu_circ_0012324	chr5	146196314	146223049	0	+	ENSMUST00000031640	Cdk8	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:146196314-146223049
mmu_circ_0012325	chr5	146196314	146236660	0	+	ENSMUST00000031640	Cdk8	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:146196314-146236660
mmu_circ_0012326	chr5	146208404	146223049	0	+	ENSMUST00000031640	Cdk8	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:146208404-146223049
mmu_circ_0012327	chr5	146217795	146217961	0	+	ENSMUST00000031640	Cdk8	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:146217795-146217961
mmu_circ_0012328	chr5	146218388	146218493	0	-	ENSMUST00000031640	Cdk8	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:146218388-146218493
mmu_circ_0012329	chr5	14762430	14773338	0	+	ENSMUST00000030691	Pclo	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:14762430-14773338
mmu_circ_0012330	chr5	14762430	14800618	0	+	ENSMUST00000030691	Pclo	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:14762430-14800618
mmu_circ_0012331	chr5	14762947	14763299	0	+	ENSMUST00000030691	Pclo	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:14762947-14763299
mmu_circ_0012332	chr5	14763014	14763664	0	-	ENSMUST00000030691	Pclo	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:14763014-14763664
mmu_circ_0012333	chr5	14763242	14763453	0	-	ENSMUST00000030691	Pclo	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:14763242-14763453
mmu_circ_0012334	chr5	146388680	146392471	0	+	ENSMUST00000016143	Wasf3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:146388680-146392471
mmu_circ_0012335	chr5	146398747	146400198	0	-	ENSMUST00000016143	Wasf3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:146398747-146400198
mmu_circ_0012336	chr5	146405245	146407973	0	-	ENSMUST00000016143	Wasf3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:146405245-146407973
mmu_circ_0012337	chr5	146409825	146409938	0	+	None	None	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:146409825-146409938
mmu_circ_0012338	chr5	146677103	146705827	0	-	ENSMUST00000085614	Usp12	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:146677103-146705827
mmu_circ_0012339	chr5	146688504	146691409	0	-	ENSMUST00000085614	Usp12	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:146688504-146691409
mmu_circ_0012340	chr5	146688504	146700224	0	-	ENSMUST00000085614	Usp12	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:146688504-146700224
mmu_circ_0012341	chr5	146688504	146705827	0	-	ENSMUST00000085614	Usp12	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:146688504-146705827
mmu_circ_0012342	chr5	146700010	146705827	0	-	ENSMUST00000085614	Usp12	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:146700010-146705827
mmu_circ_0012343	chr5	147387462	147403907	0	+	ENSMUST00000031651	Pan3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:147387462-147403907
mmu_circ_0012344	chr5	147387462	147425068	0	+	ENSMUST00000031651	Pan3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:147387462-147425068
mmu_circ_0012345	chr5	147387462	147440012	0	+	ENSMUST00000031651	Pan3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:147387462-147440012
mmu_circ_0012346	chr5	147424920	147468117	0	+	ENSMUST00000085571	Pan3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:147424920-147468117
mmu_circ_0012347	chr5	147456314	147468117	0	+	ENSMUST00000031651	Pan3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:147456314-147468117
mmu_circ_0012348	chr5	147456314	147482545	0	+	ENSMUST00000085571	Pan3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:147456314-147482545
mmu_circ_0012349	chr5	147458639	147468117	0	+	ENSMUST00000085571	Pan3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:147458639-147468117
mmu_circ_0012350	chr5	147525337	147526685	0	-	ENSMUST00000031653	Flt1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:147525337-147526685
mmu_circ_0012351	chr5	147525356	147571266	0	+	ENSMUST00000031653	Flt1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:147525356-147571266
mmu_circ_0012352	chr5	147636591	147637227	0	-	ENSMUST00000031653	Flt1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:147636591-147637227
mmu_circ_0012353	chr5	148012989	148020007	0	+	ENSMUST00000085558	Mtus2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:148012989-148020007
mmu_circ_0012354	chr5	148168546	148173287	0	+	ENSMUST00000085558	Mtus2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:148168546-148173287
mmu_circ_0012355	chr5	148442806	148448812	0	-	ENSMUST00000079324	Ubl3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:148442806-148448812
mmu_circ_0012356	chr5	148443255	148448812	0	-	ENSMUST00000079324	Ubl3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:148443255-148448812
mmu_circ_0012357	chr5	148815667	148858222	0	-	ENSMUST00000047257	Katnal1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:148815667-148858222
mmu_circ_0012358	chr5	148828438	148831086	0	-	ENSMUST00000047257	Katnal1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:148828438-148831086
mmu_circ_0012359	chr5	149650218	149653525	0	+	ENSMUST00000100404	B3galtl	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:149650218-149653525
mmu_circ_0012360	chr5	150233734	150233934	0	+	ENSMUST00000052630	Fry	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:150233734-150233934
mmu_circ_0012361	chr5	150295986	150314187	0	+	ENSMUST00000052630	Fry	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:150295986-150314187
mmu_circ_0012362	chr5	150305080	150317702	0	+	ENSMUST00000052630	Fry	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:150305080-150317702
mmu_circ_0012363	chr5	150336648	150342017	0	+	ENSMUST00000052630	Fry	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:150336648-150342017
mmu_circ_0012364	chr5	150349816	150350454	0	+	ENSMUST00000052630	Fry	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:150349816-150350454
mmu_circ_0012365	chr5	150356981	150358328	0	+	ENSMUST00000052630	Fry	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:150356981-150358328
mmu_circ_0012366	chr5	150393141	150395075	0	+	ENSMUST00000052630	Fry	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:150393141-150395075
mmu_circ_0012367	chr5	150435231	150436408	0	-	ENSMUST00000118769	Zar1l	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:150435231-150436408
mmu_circ_0012368	chr5	150455519	150455867	0	+	ENSMUST00000044620	Brca2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:150455519-150455867
mmu_circ_0012369	chr5	150527641	150531905	0	-	ENSMUST00000164332	N4bp2l2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:150527641-150531905
mmu_circ_0012370	chr5	150527641	150570542	0	-	ENSMUST00000118316	N4bp2l2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:150527641-150570542
mmu_circ_0012371	chr5	150527641	150571013	0	-	ENSMUST00000118316	N4bp2l2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:150527641-150571013
mmu_circ_0012372	chr5	150530184	150531905	0	-	ENSMUST00000164332	N4bp2l2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:150530184-150531905
mmu_circ_0012373	chr5	150566633	150571013	0	-	ENSMUST00000164332	N4bp2l2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:150566633-150571013
mmu_circ_0012374	chr5	150570465	150571013	0	-	ENSMUST00000118316	N4bp2l2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:150570465-150571013
mmu_circ_0012375	chr5	150639867	150652439	0	+	ENSMUST00000016569	Pds5b	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:150639867-150652439
mmu_circ_0012376	chr5	150652358	150662781	0	+	ENSMUST00000016569	Pds5b	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:150652358-150662781
mmu_circ_0012377	chr5	150652358	150667723	0	+	ENSMUST00000016569	Pds5b	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:150652358-150667723
mmu_circ_0012378	chr5	150662665	150688471	0	+	ENSMUST00000016569	Pds5b	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:150662665-150688471
mmu_circ_0012379	chr5	150677852	150684599	0	+	ENSMUST00000016569	Pds5b	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:150677852-150684599
mmu_circ_0012380	chr5	150747055	150749425	0	+	None	None	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:150747055-150749425
mmu_circ_0012381	chr5	16238887	16238996	0	-	ENSMUST00000039370	Cacna2d1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:16238887-16238996
mmu_circ_0012382	chr5	16362831	16364866	0	-	ENSMUST00000039370	Cacna2d1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:16362831-16364866
mmu_circ_0012383	chr5	16417873	16472473	0	+	ENSMUST00000039370	Cacna2d1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:16417873-16472473
mmu_circ_0012384	chr5	16504926	16533042	0	+	ENSMUST00000039370	Cacna2d1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:16504926-16533042
mmu_circ_0012385	chr5	16504926	16547741	0	+	ENSMUST00000039370	Cacna2d1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:16504926-16547741
mmu_circ_0012386	chr5	16519903	16545781	0	+	ENSMUST00000039370	Cacna2d1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:16519903-16545781
mmu_circ_0012387	chr5	16570356	16570871	0	+	ENSMUST00000039370	Cacna2d1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:16570356-16570871
mmu_circ_0012388	chr5	17867917	17899863	0	+	ENSMUST00000030568	Sema3c	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:17867917-17899863
mmu_circ_0012389	chr5	17875447	17899863	0	+	ENSMUST00000030568	Sema3c	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:17875447-17899863
mmu_circ_0012390	chr5	17880039	17899863	0	+	ENSMUST00000030568	Sema3c	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:17880039-17899863
mmu_circ_0012391	chr5	17883309	17887081	0	+	ENSMUST00000030568	Sema3c	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:17883309-17887081
mmu_circ_0012392	chr5	18494521	18513823	0	-	ENSMUST00000074694	Gnai1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:18494521-18513823
mmu_circ_0012393	chr5	18513550	18513663	0	-	ENSMUST00000074694	Gnai1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:18513550-18513663
mmu_circ_0012394	chr5	19883650	19924877	0	+	ENSMUST00000088516	Magi2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:19883650-19924877
mmu_circ_0012395	chr5	19922717	19924877	0	+	ENSMUST00000088516	Magi2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:19922717-19924877
mmu_circ_0012396	chr5	20204439	20270669	0	+	ENSMUST00000101558	Magi2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:20204439-20270669
mmu_circ_0012397	chr5	20302162	20302311	0	-	ENSMUST00000101558	Magi2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:20302162-20302311
mmu_circ_0012398	chr5	20400018	20433449	0	+	ENSMUST00000101558	Magi2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:20400018-20433449
mmu_circ_0012399	chr5	20420316	20433449	0	+	ENSMUST00000101558	Magi2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:20420316-20433449
mmu_circ_0012400	chr5	20594067	20596459	0	+	ENSMUST00000101558	Magi2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:20594067-20596459
mmu_circ_0012401	chr5	20670573	20671212	0	+	ENSMUST00000101558	Magi2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:20670573-20671212
mmu_circ_0012402	chr5	20684425	20684560	0	+	ENSMUST00000101558	Magi2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:20684425-20684560
mmu_circ_0012403	chr5	20739334	20774352	0	+	ENSMUST00000088516	Magi2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:20739334-20774352
mmu_circ_0012404	chr5	20748582	20816186	0	+	ENSMUST00000088516	Magi2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:20748582-20816186
mmu_circ_0012405	chr5	20755204	20816186	0	+	ENSMUST00000101558	Magi2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:20755204-20816186
mmu_circ_0012406	chr5	20766151	20774352	0	+	ENSMUST00000101558	Magi2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:20766151-20774352
mmu_circ_0012407	chr5	20766151	20807519	0	+	ENSMUST00000101558	Magi2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:20766151-20807519
mmu_circ_0012408	chr5	20805775	20816186	0	+	ENSMUST00000101558	Magi2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:20805775-20816186
mmu_circ_0012409	chr5	20963793	20964005	0	-	ENSMUST00000118174	Phtf2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:20963793-20964005
mmu_circ_0012410	chr5	20994626	20999479	0	-	ENSMUST00000118174	Phtf2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:20994626-20999479
mmu_circ_0012411	chr5	20994626	21018294	0	-	ENSMUST00000118174	Phtf2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:20994626-21018294
mmu_circ_0012412	chr5	20999292	21060199	0	-	ENSMUST00000118174	Phtf2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:20999292-21060199
mmu_circ_0012413	chr5	21124522	21125160	0	-	ENSMUST00000036489	Rsbn1l	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:21124522-21125160
mmu_circ_0012414	chr5	21124522	21127204	0	-	ENSMUST00000036489	Rsbn1l	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:21124522-21127204
mmu_circ_0012415	chr5	21124522	21132728	0	-	ENSMUST00000036489	Rsbn1l	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:21124522-21132728
mmu_circ_0012416	chr5	21224210	21227092	0	-	ENSMUST00000030556	Ptpn12	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:21224210-21227092
mmu_circ_0012417	chr5	21399397	21422476	0	+	ENSMUST00000036031	Pion	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:21399397-21422476
mmu_circ_0012418	chr5	21483042	21486600	0	+	ENSMUST00000036031	Pion	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:21483042-21486600
mmu_circ_0012419	chr5	21634721	21664291	0	+	ENSMUST00000056045	Fam185a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:21634721-21664291
mmu_circ_0012420	chr5	21660779	21671120	0	+	ENSMUST00000056045	Fam185a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:21660779-21671120
mmu_circ_0012421	chr5	21888153	21888463	0	-	ENSMUST00000115217	Napepld	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:21888153-21888463
mmu_circ_0012422	chr5	21947755	21952119	0	+	ENSMUST00000125693	Pmpcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:21947755-21952119
mmu_circ_0012423	chr5	21979931	21986394	0	-	ENSMUST00000132962	Dnajc2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:21979931-21986394
mmu_circ_0012424	chr5	22101816	22107805	0	+	ENSMUST00000159768	Reln	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:22101816-22107805
mmu_circ_0012425	chr5	22115967	22134219	0	+	ENSMUST00000084713	Gm10475	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:22115967-22134219
mmu_circ_0012426	chr5	22165251	22177047	0	-	ENSMUST00000115152	Reln	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:22165251-22177047
mmu_circ_0012427	chr5	22183784	22203084	0	-	ENSMUST00000115152	Reln	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:22183784-22203084
mmu_circ_0012428	chr5	22285675	22311103	0	-	ENSMUST00000115152	Reln	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:22285675-22311103
mmu_circ_0012429	chr5	22308221	22308444	0	-	ENSMUST00000115152	Reln	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:22308221-22308444
mmu_circ_0012430	chr5	22308221	22376278	0	-	ENSMUST00000115152	Reln	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:22308221-22376278
mmu_circ_0012431	chr5	22357405	22432658	0	-	ENSMUST00000115152	Reln	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:22357405-22432658
mmu_circ_0012432	chr5	22402420	22404801	0	+	ENSMUST00000115152	Reln	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:22402420-22404801
mmu_circ_0012433	chr5	22432522	22432658	0	-	ENSMUST00000115152	Reln	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:22432522-22432658
mmu_circ_0012434	chr5	22432522	22492001	0	-	ENSMUST00000115152	Reln	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:22432522-22492001
mmu_circ_0012435	chr5	22491890	22492001	0	-	ENSMUST00000115152	Reln	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:22491890-22492001
mmu_circ_0012436	chr5	22734152	22753014	0	-	ENSMUST00000135906	Orc5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:22734152-22753014
mmu_circ_0012437	chr5	23655149	23672186	0	+	ENSMUST00000115128	Mll5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:23655149-23672186
mmu_circ_0012438	chr5	23655149	23676804	0	+	ENSMUST00000115128	Mll5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:23655149-23676804
mmu_circ_0012439	chr5	23669700	23683981	0	+	ENSMUST00000115128	Mll5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:23669700-23683981
mmu_circ_0012440	chr5	23676745	23686324	0	+	ENSMUST00000115128	Mll5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:23676745-23686324
mmu_circ_0012441	chr5	23678478	23683981	0	+	ENSMUST00000115128	Mll5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:23678478-23683981
mmu_circ_0012442	chr5	23687399	23697430	0	+	ENSMUST00000115128	Mll5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr5:23687399-23697430
